,Building,Orientation,BlindType,Shading,WindowID,Occlusion,Floor,WindowSize,WindowVLT,BlindVLT,WindowBlindVLT,OfficeUse,Date_Time,WWR,View Quality,Sky Condition,Irradiance,Month
1378,A,Northeast,Louver,NonShaded,16,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2599,A,Northeast,Louver,NonShaded,16,0.9,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2720,A,Northeast,Louver,NonShaded,16,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3205,A,Northeast,Louver,NonShaded,16,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3691,A,Northeast,Louver,NonShaded,16,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4177,A,Northeast,Louver,NonShaded,16,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4663,A,Northeast,Louver,NonShaded,16,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1832,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
16,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
474,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
926,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1379,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2721,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3206,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3692,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4178,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4664,A,Northeast,Louver,NonShaded,17,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1833,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
17,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
475,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
927,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1380,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2722,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3207,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3693,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4179,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4665,A,Northeast,Louver,NonShaded,18,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1834,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
18,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
476,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
928,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1381,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2723,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3208,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3694,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4180,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4666,A,Northeast,Louver,NonShaded,19,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1835,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
19,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
477,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
929,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1382,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2724,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3209,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3695,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4181,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4667,A,Northeast,Louver,NonShaded,20,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1836,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
20,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
478,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
930,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1383,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2725,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3210,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3696,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4182,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4668,A,Northeast,Louver,NonShaded,21,0.0,11,10.0,0.538,0.036,0.02,Others,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1837,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
21,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
479,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
931,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1384,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2726,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3211,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3697,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4183,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4669,A,Northeast,Louver,NonShaded,22,0.0,11,20.0,0.538,0.036,0.02,Others,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1838,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
22,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
480,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
932,A,Northeast,Louver,NonShaded,23,0.38,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
2492,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1385,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2727,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3212,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3698,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4184,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4670,A,Northeast,Louver,NonShaded,23,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1839,A,Northeast,Louver,NonShaded,24,0.38,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
23,A,Northeast,Louver,NonShaded,24,0.7,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
2265,A,Northeast,Louver,NonShaded,24,0.38,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
481,A,Northeast,Louver,NonShaded,24,0.7,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
2380,A,Northeast,Louver,NonShaded,24,0.38,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
933,A,Northeast,Louver,NonShaded,24,0.7,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
2493,A,Northeast,Louver,NonShaded,24,0.38,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1386,A,Northeast,Louver,NonShaded,24,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2600,A,Northeast,Louver,NonShaded,24,0.38,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2728,A,Northeast,Louver,NonShaded,24,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
5134,A,Northeast,Louver,NonShaded,24,0.7,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3213,A,Northeast,Louver,NonShaded,24,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
5212,A,Northeast,Louver,NonShaded,24,0.7,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3699,A,Northeast,Louver,NonShaded,24,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
5288,A,Northeast,Louver,NonShaded,24,0.7,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4185,A,Northeast,Louver,NonShaded,24,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
5362,A,Northeast,Louver,NonShaded,24,0.7,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4671,A,Northeast,Louver,NonShaded,24,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
5436,A,Northeast,Louver,NonShaded,24,0.7,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1840,A,Northeast,Louver,NonShaded,25,0.7,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
24,A,Northeast,Louver,NonShaded,25,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
2266,A,Northeast,Louver,NonShaded,25,0.7,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
482,A,Northeast,Louver,NonShaded,25,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
2381,A,Northeast,Louver,NonShaded,25,0.7,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
934,A,Northeast,Louver,NonShaded,25,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
2494,A,Northeast,Louver,NonShaded,25,0.7,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1387,A,Northeast,Louver,NonShaded,25,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2601,A,Northeast,Louver,NonShaded,25,0.7,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2729,A,Northeast,Louver,NonShaded,25,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3214,A,Northeast,Louver,NonShaded,25,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3700,A,Northeast,Louver,NonShaded,25,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4186,A,Northeast,Louver,NonShaded,25,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4672,A,Northeast,Louver,NonShaded,25,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1841,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
25,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
483,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
935,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1388,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2730,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3215,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3701,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4187,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4673,A,Northeast,Louver,NonShaded,26,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1842,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
26,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
484,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
936,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1389,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2731,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3216,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3702,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4188,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4674,A,Northeast,Louver,NonShaded,27,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1843,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
27,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
485,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
937,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1390,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2732,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3217,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3703,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4189,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4675,A,Northeast,Louver,NonShaded,28,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1844,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
28,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
486,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
938,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1391,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2733,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3218,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3704,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4190,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4676,A,Northeast,Louver,NonShaded,29,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1845,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
29,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
487,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
939,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1392,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2734,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3219,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3705,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4191,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4677,A,Northeast,Louver,NonShaded,30,0.0,11,10.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1846,A,Northeast,Louver,NonShaded,31,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
30,A,Northeast,Louver,NonShaded,31,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
488,A,Northeast,Louver,NonShaded,31,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
940,A,Northeast,Louver,NonShaded,31,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1393,A,Northeast,Louver,NonShaded,31,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2735,A,Northeast,Louver,NonShaded,31,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3220,A,Northeast,Louver,NonShaded,31,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3706,A,Northeast,Louver,NonShaded,31,0.0,11,20.0,0.538,0.036,0.02,PrivateOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
