,Building,Orientation,BlindType,Shading,WindowID,Occlusion,Floor,WindowSize,WindowVLT,BlindVLT,WindowBlindVLT,OfficeUse,Date_Time,WWR,View Quality,Sky Condition,Irradiance,Month
44925,C,Northeast,Roller,NonShaded,5359,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45325,C,Northeast,Roller,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45725,C,Northeast,Roller,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46125,C,Northeast,Roller,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46525,C,Northeast,Roller,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52910,C,Northeast,Roller,NonShaded,5359,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53303,C,Northeast,Roller,NonShaded,5359,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53696,C,Northeast,Roller,NonShaded,5359,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54089,C,Northeast,Roller,NonShaded,5359,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54870,C,Northeast,Roller,NonShaded,5359,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54871,C,Northeast,Roller,NonShaded,5359,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50863,C,Northeast,Roller,NonShaded,5359,0.0,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51276,C,Northeast,Roller,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51689,C,Northeast,Roller,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52102,C,Northeast,Roller,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52515,C,Northeast,Roller,NonShaded,5359,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46921,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48893,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47316,C,Northeast,Louver,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49283,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47711,C,Northeast,Louver,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49673,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48106,C,Northeast,Louver,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50063,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48501,C,Northeast,Louver,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50453,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44926,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45326,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45726,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46126,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46526,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52911,C,Northeast,Roller,NonShaded,5360,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53304,C,Northeast,Roller,NonShaded,5360,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53697,C,Northeast,Roller,NonShaded,5360,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54090,C,Northeast,Roller,NonShaded,5360,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54872,C,Northeast,Roller,NonShaded,5360,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54873,C,Northeast,Roller,NonShaded,5360,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50864,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51277,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51690,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52103,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52516,C,Northeast,Roller,NonShaded,5360,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46922,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48894,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47317,C,Northeast,Louver,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49284,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47712,C,Northeast,Louver,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49674,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48107,C,Northeast,Louver,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50064,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48502,C,Northeast,Louver,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50454,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44927,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45327,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45727,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46127,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46527,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52912,C,Northeast,Roller,NonShaded,5361,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53305,C,Northeast,Roller,NonShaded,5361,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53698,C,Northeast,Roller,NonShaded,5361,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54091,C,Northeast,Roller,NonShaded,5361,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54874,C,Northeast,Roller,NonShaded,5361,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54875,C,Northeast,Roller,NonShaded,5361,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50865,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51278,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51691,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52104,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52517,C,Northeast,Roller,NonShaded,5361,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46923,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48895,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47318,C,Northeast,Louver,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49285,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47713,C,Northeast,Louver,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49675,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48108,C,Northeast,Louver,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50065,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48503,C,Northeast,Louver,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50455,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44928,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45328,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45728,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46128,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46528,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52913,C,Northeast,Roller,NonShaded,5363,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53306,C,Northeast,Roller,NonShaded,5363,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53699,C,Northeast,Roller,NonShaded,5363,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54092,C,Northeast,Roller,NonShaded,5363,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54876,C,Northeast,Roller,NonShaded,5363,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54877,C,Northeast,Roller,NonShaded,5363,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50866,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51279,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51692,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52105,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52518,C,Northeast,Roller,NonShaded,5363,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46924,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
48896,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,15.761,5
47319,C,Northeast,Louver,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
49286,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,16.4079,5
47714,C,Northeast,Louver,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
49676,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,31.452,5
48109,C,Northeast,Louver,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
50066,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,40.394,5
48504,C,Northeast,Louver,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
50456,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,45.2868,5
44929,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45329,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45729,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46129,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46529,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
52914,C,Northeast,Roller,NonShaded,5364,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 09:00:00,0.48,Unknown,CLR,13.2865,10
53307,C,Northeast,Roller,NonShaded,5364,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 11:00:00,0.48,Unknown,CLR,46.974,10
53700,C,Northeast,Roller,NonShaded,5364,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 13:00:00,0.48,Unknown,CLR,64.6612,10
54093,C,Northeast,Roller,NonShaded,5364,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 15:00:00,0.48,Unknown,M,57.2659,10
54878,C,Northeast,Roller,NonShaded,5364,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
54879,C,Northeast,Roller,NonShaded,5364,0.64,1,36.0,0.3,0.2,0.06,Unknown,2019-10-30 17:00:00,0.48,Unknown,CLR,22.3976,10
50867,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51280,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51693,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52106,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52519,C,Northeast,Roller,NonShaded,5364,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46925,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
47320,C,Northeast,Louver,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
47715,C,Northeast,Louver,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
48110,C,Northeast,Louver,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
48505,C,Northeast,Louver,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
44930,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45330,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45730,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46130,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46530,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
50868,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51281,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51694,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52107,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52520,C,Northeast,Roller,NonShaded,5365,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
46926,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 09:00:00,0.48,Unknown,Unknown,49.7862,5
47321,C,Northeast,Louver,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 11:00:00,0.48,Unknown,Unknown,86.6792,5
47716,C,Northeast,Louver,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 13:00:00,0.48,Unknown,Unknown,107.7127,5
48111,C,Northeast,Louver,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 15:00:00,0.48,Unknown,Unknown,102.848,5
48506,C,Northeast,Louver,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-05-15 17:00:00,0.48,Unknown,Unknown,69.7512,5
44931,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 09:00:00,0.48,Unknown,OVC038,37.5818,8
45331,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 11:00:00,0.48,Unknown,OVC038,74.8126,8
45731,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 13:00:00,0.48,Unknown,OVC042,94.862,8
46131,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 15:00:00,0.48,Unknown,BKN049,70.3695,8
46531,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-08-18 17:00:00,0.48,Unknown,BKN090,50.9108,8
50869,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 09:00:00,0.48,Unknown,FEW003 OVC022,1.0265,11
51282,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 11:00:00,0.48,Unknown,BKN008 BKN013 OVC018,8.0846,11
51695,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 13:00:00,0.48,Unknown,OVC019,10.5029,11
52108,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 15:00:00,0.48,Unknown,OVC031,7.5783,11
52521,C,Northeast,Roller,NonShaded,5366,0.9,1,36.0,0.3,0.2,0.06,Unknown,2019-11-10 17:00:00,0.48,Unknown,OVC035,9.434,11
72761,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 09:00:00,0.48,5.0,Unknown,49.3923,5
73051,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 09:00:00,0.48,5.0,Unknown,57.294,5
72819,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 11:00:00,0.48,5.0,Unknown,87.2137,5
73107,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 11:00:00,0.48,5.0,Unknown,24.6468,5
72877,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 13:00:00,0.48,5.0,Unknown,104.9853,5
73163,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 13:00:00,0.48,5.0,Unknown,100.0363,5
72935,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 15:00:00,0.48,5.0,Unknown,109.175,5
73219,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 15:00:00,0.48,5.0,Unknown,104.76,5
72993,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 17:00:00,0.48,5.0,Unknown,76.4717,5
73275,D,Northeast,Roller,NonShaded,6261,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 17:00:00,0.48,5.0,Unknown,78.5527,5
72762,D,Northeast,Roller,NonShaded,6262,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 09:00:00,0.48,5.0,Unknown,49.3923,5
73052,D,Northeast,Roller,NonShaded,6262,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 09:00:00,0.48,5.0,Unknown,57.294,5
72820,D,Northeast,Roller,NonShaded,6262,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 11:00:00,0.48,5.0,Unknown,87.2137,5
73108,D,Northeast,Roller,NonShaded,6262,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 11:00:00,0.48,5.0,Unknown,24.6468,5
72878,D,Northeast,Roller,NonShaded,6262,0.9,2,10.5,0.253,0.051,0.013,OpenOffice,2019-05-15 13:00:00,0.48,5.0,Unknown,104.9853,5
